variable	Hazard_Ratio	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH	Criteria	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	std.error	statistic	nevent	conf.low	conf.high
CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature	0.69	0.51, 0.94	0.018	0.539	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	74	101541	0.158	-2.36	164	0.51	0.94
Bcell.receptors.score	0.69	0.51, 0.94	0.018	0.548	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Bcell.receptors.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Bcell.receptors.score.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	73	99926	0.157	-2.37	164	0.51	0.94
Temcells	0.69	0.50, 0.94	0.018	0.531	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Temcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Temcells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	71	98706	0.159	-2.37	164	0.5	0.94
Angiogenesis	0.69	0.51, 0.94	0.019	0.543	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Angiogenesis.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Angiogenesis.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	70	95779	0.158	-2.34	164	0.51	0.94
Thelpercells	0.69	0.51, 0.94	0.019	0.537	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Thelpercells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Thelpercells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	68	93918	0.159	-2.34	164	0.51	0.94
MDACC.FNA.1.20805453	0.69	0.51, 0.94	0.02	0.549	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	MDACC.FNA.1.20805453.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	MDACC.FNA.1.20805453.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	74	100356	0.157	-2.33	164	0.51	0.94
NKCD56dimcells	0.7	0.51, 0.95	0.024	0.54	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	NKCD56dimcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	NKCD56dimcells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	74	100733	0.158	-2.26	164	0.51	0.95
Tcmcells	0.7	0.52, 0.96	0.026	0.542	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Tcmcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tcmcells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	73	98354	0.158	-2.22	164	0.52	0.96
Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	0.71	0.52, 0.96	0.027	0.539	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	73	98988	0.158	-2.21	164	0.52	0.96
aDC	0.71	0.52, 0.96	0.029	0.546	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	aDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	aDC.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	75	101211	0.158	-2.19	164	0.52	0.96
Tregcells	0.71	0.52, 0.97	0.03	0.545	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Tregcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tregcells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	74	99307	0.157	-2.17	164	0.52	0.97
CD68	0.71	0.52, 0.97	0.03	0.531	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	CD68.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD68.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	71	95979	0.158	-2.17	164	0.52	0.97
MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol	0.72	0.53, 0.97	0.033	0.546	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	73	98109	0.157	-2.13	164	0.53	0.97
iDC	0.73	0.53, 0.99	0.043	0.539	0.04	0.04	0.04	0.04	0.04	0.04	High_AboveMedian	iDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	iDC.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	156	75	99019	0.157	-2.03	164	0.53	0.99
