term	gene
H.Liver.Normal.EndothelialCell.28614297	SECISBP2L
H.Liver.Normal.EndothelialCell.28614297	STAB1
H.Liver.Normal.EndothelialCell.28614297	STAB2
H.Liver.Normal.EndothelialCell.28614297	STRN3
H.Liver.Normal.EndothelialCell.28614297	TCF12
H.Liver.Normal.EndothelialCell.28614297	TEX264
H.Liver.Normal.EndothelialCell.28614297	TRAPPC11
H.Liver.Normal.EndothelialCell.28614297	TSPAN7
H.Liver.Normal.EndothelialCell.28614297	USP48
H.Liver.Normal.EndothelialCell.28614297	ZNF286B
H.Lung.Normal.BasalCell.30069046	ACKR3
H.Lung.Normal.BasalCell.30069046	ADH7
H.Lung.Normal.BasalCell.30069046	ANXA8
H.Lung.Normal.BasalCell.30069046	ANXA8L1
H.Lung.Normal.BasalCell.30069046	AQP3
H.Lung.Normal.BasalCell.30069046	ARL4D
H.Lung.Normal.BasalCell.30069046	ATP1B3
H.Lung.Normal.BasalCell.30069046	BMP7
H.Lung.Normal.BasalCell.30069046	C10orf99
H.Lung.Normal.BasalCell.30069046	C16orf74
H.Lung.Normal.BasalCell.30069046	CAPG
H.Lung.Normal.BasalCell.30069046	CAV1
H.Lung.Normal.BasalCell.30069046	CCND2
H.Lung.Normal.BasalCell.30069046	CD109
H.Lung.Normal.BasalCell.30069046	CLCA2
H.Lung.Normal.BasalCell.30069046	CLCA4
H.Lung.Normal.BasalCell.30069046	CLDN1
H.Lung.Normal.BasalCell.30069046	COL17A1
H.Lung.Normal.BasalCell.30069046	CSTA
H.Lung.Normal.BasalCell.30069046	DAPL1
H.Lung.Normal.BasalCell.30069046	DSC3
H.Lung.Normal.BasalCell.30069046	DSG3
H.Lung.Normal.BasalCell.30069046	DUSP7
H.Lung.Normal.BasalCell.30069046	FABP5
H.Lung.Normal.BasalCell.30069046	NA
H.Lung.Normal.BasalCell.30069046	FAT2
H.Lung.Normal.BasalCell.30069046	FBLN1
H.Lung.Normal.BasalCell.30069046	FGFBP1
H.Lung.Normal.BasalCell.30069046	NA
H.Lung.Normal.BasalCell.30069046	GJB3
H.Lung.Normal.BasalCell.30069046	GLTP
H.Lung.Normal.BasalCell.30069046	GM2A
H.Lung.Normal.BasalCell.30069046	GPC1
H.Lung.Normal.BasalCell.30069046	GPNMB
H.Lung.Normal.BasalCell.30069046	GPX2
H.Lung.Normal.BasalCell.30069046	HSPB1
H.Lung.Normal.BasalCell.30069046	IFI27L2
H.Lung.Normal.BasalCell.30069046	IGFBP6
H.Lung.Normal.BasalCell.30069046	IL1RN
H.Lung.Normal.BasalCell.30069046	IL20RB
H.Lung.Normal.BasalCell.30069046	ITGA6
H.Lung.Normal.BasalCell.30069046	JUP
H.Lung.Normal.BasalCell.30069046	KRT13
H.Lung.Normal.BasalCell.30069046	KRT14
H.Lung.Normal.BasalCell.30069046	KRT15
H.Lung.Normal.BasalCell.30069046	KRT16
H.Lung.Normal.BasalCell.30069046	KRT17
H.Lung.Normal.BasalCell.30069046	KRT4
H.Lung.Normal.BasalCell.30069046	KRT5
H.Lung.Normal.BasalCell.30069046	KRT6A
H.Lung.Normal.BasalCell.30069046	KRT6B
H.Lung.Normal.BasalCell.30069046	KRT6C
H.Lung.Normal.BasalCell.30069046	LAD1
H.Lung.Normal.BasalCell.30069046	LGALS7
H.Lung.Normal.BasalCell.30069046	LGALS7B
H.Lung.Normal.BasalCell.30069046	LOXL4
H.Lung.Normal.BasalCell.30069046	LY6D
H.Lung.Normal.BasalCell.30069046	LYPD3
H.Lung.Normal.BasalCell.30069046	MMP28
H.Lung.Normal.BasalCell.30069046	MT1X
H.Lung.Normal.BasalCell.30069046	NOTCH1
H.Lung.Normal.BasalCell.30069046	NRARP
H.Lung.Normal.BasalCell.30069046	NXN
H.Lung.Normal.BasalCell.30069046	PGM2
H.Lung.Normal.BasalCell.30069046	PHLDA3
H.Lung.Normal.BasalCell.30069046	PKP1
H.Lung.Normal.BasalCell.30069046	PKP3
H.Lung.Normal.BasalCell.30069046	PLAT
H.Lung.Normal.BasalCell.30069046	PLP2
H.Lung.Normal.BasalCell.30069046	POLR2J3
H.Lung.Normal.BasalCell.30069046	PPP1R13L
H.Lung.Normal.BasalCell.30069046	PTTG1
H.Lung.Normal.BasalCell.30069046	NA
H.Lung.Normal.BasalCell.30069046	RAB38
H.Lung.Normal.BasalCell.30069046	RARG
H.Lung.Normal.BasalCell.30069046	S100A10
H.Lung.Normal.BasalCell.30069046	S100A14
H.Lung.Normal.BasalCell.30069046	S100A16
H.Lung.Normal.BasalCell.30069046	S100A2
H.Lung.Normal.BasalCell.30069046	S100A8
H.Lung.Normal.BasalCell.30069046	SDC1
H.Lung.Normal.BasalCell.30069046	SERPINB1
H.Lung.Normal.BasalCell.30069046	SERPINB13
H.Lung.Normal.BasalCell.30069046	SERPINB2
H.Lung.Normal.BasalCell.30069046	SERPINB5
H.Lung.Normal.BasalCell.30069046	SFN
H.Lung.Normal.BasalCell.30069046	SH3BGRL3
H.Lung.Normal.BasalCell.30069046	SOX15
H.Lung.Normal.BasalCell.30069046	SPINK5
H.Lung.Normal.BasalCell.30069046	SPRR1A
H.Lung.Normal.BasalCell.30069046	SPRR1B
H.Lung.Normal.BasalCell.30069046	THBD
H.Lung.Normal.BasalCell.30069046	TIMP1
H.Lung.Normal.BasalCell.30069046	TMEM43
H.Lung.Normal.BasalCell.30069046	TNS4
H.Lung.Normal.BasalCell.30069046	TP63
H.Lung.Normal.BasalCell.30069046	TRIM7
H.Lung.Normal.BasalCell.30069046	TUBB6
H.Lung.Normal.BasalCell.30069046	NA
H.Lung.Normal.BasalCell.30069046	WNT10A
H.Lung.Normal.BasalCell.30069046	ZNF385A
H.Lung.Normal.BasalCell.30069046	ZYX
H.Lung.Normal.SecretoryCell.30069046	ALDH1A3
H.Lung.Normal.SecretoryCell.30069046	AMOTL2
H.Lung.Normal.SecretoryCell.30069046	ANPEP
H.Lung.Normal.SecretoryCell.30069046	ANTXR1
H.Lung.Normal.SecretoryCell.30069046	C3
H.Lung.Normal.SecretoryCell.30069046	CA13
H.Lung.Normal.SecretoryCell.30069046	CAPN13
H.Lung.Normal.SecretoryCell.30069046	CD74
H.Lung.Normal.SecretoryCell.30069046	CEACAM6
H.Lung.Normal.SecretoryCell.30069046	CFB
H.Lung.Normal.SecretoryCell.30069046	CFH
H.Lung.Normal.SecretoryCell.30069046	CILP
H.Lung.Normal.SecretoryCell.30069046	CP
H.Lung.Normal.SecretoryCell.30069046	CPD
H.Lung.Normal.SecretoryCell.30069046	CREB3L1
H.Lung.Normal.SecretoryCell.30069046	CTSC
H.Lung.Normal.SecretoryCell.30069046	CX3CL1
H.Lung.Normal.SecretoryCell.30069046	CXCL1
H.Lung.Normal.SecretoryCell.30069046	CXCL2
H.Lung.Normal.SecretoryCell.30069046	CXCL6
H.Lung.Normal.SecretoryCell.30069046	CXCL8
H.Lung.Normal.SecretoryCell.30069046	CYFIP2
H.Lung.Normal.SecretoryCell.30069046	DTX4
H.Lung.Normal.SecretoryCell.30069046	FNDC3B
H.Lung.Normal.SecretoryCell.30069046	GABRP
H.Lung.Normal.SecretoryCell.30069046	HLA-A
H.Lung.Normal.SecretoryCell.30069046	HLA-DMA
H.Lung.Normal.SecretoryCell.30069046	HLA-DMB
H.Lung.Normal.SecretoryCell.30069046	HLA-DPA1
H.Lung.Normal.SecretoryCell.30069046	HLA-DPB1
H.Lung.Normal.SecretoryCell.30069046	HLA-DQA1
H.Lung.Normal.SecretoryCell.30069046	HLA-DQA2
H.Lung.Normal.SecretoryCell.30069046	HLA-DQB1
H.Lung.Normal.SecretoryCell.30069046	HLA-DRA
H.Lung.Normal.SecretoryCell.30069046	HLA-DRB1
H.Lung.Normal.SecretoryCell.30069046	HLA-DRB5
H.Lung.Normal.SecretoryCell.30069046	NA
H.Lung.Normal.SecretoryCell.30069046	IFITM1
H.Lung.Normal.SecretoryCell.30069046	IFITM3
H.Lung.Normal.SecretoryCell.30069046	IL1R1
H.Lung.Normal.SecretoryCell.30069046	KNCN
H.Lung.Normal.SecretoryCell.30069046	LGALS9
H.Lung.Normal.SecretoryCell.30069046	LYPD2
H.Lung.Normal.SecretoryCell.30069046	MSMB
H.Lung.Normal.SecretoryCell.30069046	MUC5B
H.Lung.Normal.SecretoryCell.30069046	NCCRP1
H.Lung.Normal.SecretoryCell.30069046	PDZK1IP1
H.Lung.Normal.SecretoryCell.30069046	PGLYRP4
H.Lung.Normal.SecretoryCell.30069046	PI3
H.Lung.Normal.SecretoryCell.30069046	PIGR
H.Lung.Normal.SecretoryCell.30069046	PITX2
H.Lung.Normal.SecretoryCell.30069046	PLK2
H.Lung.Normal.SecretoryCell.30069046	PODXL
H.Lung.Normal.SecretoryCell.30069046	PPP1R16B
H.Lung.Normal.SecretoryCell.30069046	PRR5L
H.Lung.Normal.SecretoryCell.30069046	PRSS23
H.Lung.Normal.SecretoryCell.30069046	RARRES1
H.Lung.Normal.SecretoryCell.30069046	RARRES3
H.Lung.Normal.SecretoryCell.30069046	SCGB1A1
H.Lung.Normal.SecretoryCell.30069046	SCGB3A1
H.Lung.Normal.SecretoryCell.30069046	NA
H.Lung.Normal.SecretoryCell.30069046	SERPINA3
H.Lung.Normal.SecretoryCell.30069046	SERPINB7
H.Lung.Normal.SecretoryCell.30069046	SLC26A2
H.Lung.Normal.SecretoryCell.30069046	SLC34A2
H.Lung.Normal.SecretoryCell.30069046	SLC4A4
H.Lung.Normal.SecretoryCell.30069046	SLC6A14
H.Lung.Normal.SecretoryCell.30069046	SLPI
H.Lung.Normal.SecretoryCell.30069046	STEAP4
H.Lung.Normal.SecretoryCell.30069046	TGM2
H.Lung.Normal.SecretoryCell.30069046	TMEM45A
H.Lung.Normal.SecretoryCell.30069046	UBD
H.Lung.Normal.SecretoryCell.30069046	VGLL1
H.Lung.Normal.SecretoryCell.30069046	VMO1
H.Lung.Normal.SecretoryCell.30069046	XBP1
H.Lung.Normal.SecretoryCell.30069046	ZG16B
H.Lung.Normal.CiliatedCell.30069046	ACAD11
H.Lung.Normal.CiliatedCell.30069046	AGBL5
H.Lung.Normal.CiliatedCell.30069046	AGR3
H.Lung.Normal.CiliatedCell.30069046	AHSA1
H.Lung.Normal.CiliatedCell.30069046	AK1
H.Lung.Normal.CiliatedCell.30069046	AKAP14
H.Lung.Normal.CiliatedCell.30069046	ALDH3A1
H.Lung.Normal.CiliatedCell.30069046	ALDH3B1
H.Lung.Normal.CiliatedCell.30069046	ALDH9A1
H.Lung.Normal.CiliatedCell.30069046	AMZ2
H.Lung.Normal.CiliatedCell.30069046	ANG
H.Lung.Normal.CiliatedCell.30069046	ANKRD37
H.Lung.Normal.CiliatedCell.30069046	ANKRD65
H.Lung.Normal.CiliatedCell.30069046	ANKRD66
H.Lung.Normal.CiliatedCell.30069046	AP3M2
H.Lung.Normal.CiliatedCell.30069046	APOBEC4
H.Lung.Normal.CiliatedCell.30069046	APOO
H.Lung.Normal.CiliatedCell.30069046	ARHGAP39
H.Lung.Normal.CiliatedCell.30069046	ARL3
H.Lung.Normal.CiliatedCell.30069046	ARMC4
H.Lung.Normal.CiliatedCell.30069046	ATF3
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	AZIN1
H.Lung.Normal.CiliatedCell.30069046	B3GNT7
H.Lung.Normal.CiliatedCell.30069046	B9D1
H.Lung.Normal.CiliatedCell.30069046	B9D2
H.Lung.Normal.CiliatedCell.30069046	BASP1
H.Lung.Normal.CiliatedCell.30069046	BBS9
H.Lung.Normal.CiliatedCell.30069046	BSCL2
H.Lung.Normal.CiliatedCell.30069046	BTBD3
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C11orf49
H.Lung.Normal.CiliatedCell.30069046	C11orf52
H.Lung.Normal.CiliatedCell.30069046	C11orf88
H.Lung.Normal.CiliatedCell.30069046	C11orf97
H.Lung.Normal.CiliatedCell.30069046	C12orf75
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C16orf71
H.Lung.Normal.CiliatedCell.30069046	C17orf97
H.Lung.Normal.CiliatedCell.30069046	C1orf189
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C1orf194
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C20orf85
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C2orf40
H.Lung.Normal.CiliatedCell.30069046	C2orf81
H.Lung.Normal.CiliatedCell.30069046	C4orf3
H.Lung.Normal.CiliatedCell.30069046	C5orf15
H.Lung.Normal.CiliatedCell.30069046	C5orf49
H.Lung.Normal.CiliatedCell.30069046	C9orf116
H.Lung.Normal.CiliatedCell.30069046	C9orf135
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	C9orf24
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	CALM1
H.Lung.Normal.CiliatedCell.30069046	CALML4
H.Lung.Normal.CiliatedCell.30069046	CAPS
H.Lung.Normal.CiliatedCell.30069046	CAPSL
H.Lung.Normal.CiliatedCell.30069046	CARS
H.Lung.Normal.CiliatedCell.30069046	CASC1
H.Lung.Normal.CiliatedCell.30069046	CAST
H.Lung.Normal.CiliatedCell.30069046	CBY1
H.Lung.Normal.CiliatedCell.30069046	CCDC103
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	CCDC170
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	CCDC181
H.Lung.Normal.CiliatedCell.30069046	CCDC33
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	CCDC60
H.Lung.Normal.CiliatedCell.30069046	CCDC65
H.Lung.Normal.CiliatedCell.30069046	CCDC74B
H.Lung.Normal.CiliatedCell.30069046	CCDC81
H.Lung.Normal.CiliatedCell.30069046	CCL15
H.Lung.Normal.CiliatedCell.30069046	CD59
H.Lung.Normal.CiliatedCell.30069046	CETN2
H.Lung.Normal.CiliatedCell.30069046	CIB1
H.Lung.Normal.CiliatedCell.30069046	CKB
H.Lung.Normal.CiliatedCell.30069046	CRIP1
H.Lung.Normal.CiliatedCell.30069046	CST6
H.Lung.Normal.CiliatedCell.30069046	CTBS
H.Lung.Normal.CiliatedCell.30069046	CTF1
H.Lung.Normal.CiliatedCell.30069046	CTGF
H.Lung.Normal.CiliatedCell.30069046	CTSS
H.Lung.Normal.CiliatedCell.30069046	CTXN1
H.Lung.Normal.CiliatedCell.30069046	CWH43
H.Lung.Normal.CiliatedCell.30069046	CYB561A3
H.Lung.Normal.CiliatedCell.30069046	CYGB
H.Lung.Normal.CiliatedCell.30069046	CYP4B1
H.Lung.Normal.CiliatedCell.30069046	CYSTM1
H.Lung.Normal.CiliatedCell.30069046	DALRD3
H.Lung.Normal.CiliatedCell.30069046	DAW1
H.Lung.Normal.CiliatedCell.30069046	DMKN
H.Lung.Normal.CiliatedCell.30069046	DNAAF3
H.Lung.Normal.CiliatedCell.30069046	DNAJB2
H.Lung.Normal.CiliatedCell.30069046	DNAL4
H.Lung.Normal.CiliatedCell.30069046	DNPH1
H.Lung.Normal.CiliatedCell.30069046	DPCD
H.Lung.Normal.CiliatedCell.30069046	DRC1
H.Lung.Normal.CiliatedCell.30069046	DYNC2LI1
H.Lung.Normal.CiliatedCell.30069046	DYNLL1
H.Lung.Normal.CiliatedCell.30069046	DYNLRB2
H.Lung.Normal.CiliatedCell.30069046	DYNLT1
H.Lung.Normal.CiliatedCell.30069046	EBNA1BP2
H.Lung.Normal.CiliatedCell.30069046	EEF2K
H.Lung.Normal.CiliatedCell.30069046	EFCAB10
H.Lung.Normal.CiliatedCell.30069046	EFHC2
H.Lung.Normal.CiliatedCell.30069046	ENDOG
H.Lung.Normal.CiliatedCell.30069046	ENKUR
H.Lung.Normal.CiliatedCell.30069046	ENPP5
H.Lung.Normal.CiliatedCell.30069046	ERF
H.Lung.Normal.CiliatedCell.30069046	ERICH2
H.Lung.Normal.CiliatedCell.30069046	ERICH5
H.Lung.Normal.CiliatedCell.30069046	EZR
H.Lung.Normal.CiliatedCell.30069046	FAM104B
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	FAM166B
H.Lung.Normal.CiliatedCell.30069046	FAM174A
H.Lung.Normal.CiliatedCell.30069046	FAM183A
H.Lung.Normal.CiliatedCell.30069046	FAM216B
H.Lung.Normal.CiliatedCell.30069046	FAM229B
H.Lung.Normal.CiliatedCell.30069046	FAM81B
H.Lung.Normal.CiliatedCell.30069046	FAM92B
H.Lung.Normal.CiliatedCell.30069046	FBXO15
H.Lung.Normal.CiliatedCell.30069046	FBXW9
H.Lung.Normal.CiliatedCell.30069046	FOCAD
H.Lung.Normal.CiliatedCell.30069046	FUZ
H.Lung.Normal.CiliatedCell.30069046	FXYD3
H.Lung.Normal.CiliatedCell.30069046	GALC
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	GPR162
H.Lung.Normal.CiliatedCell.30069046	GPX4
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	H2AFJ
H.Lung.Normal.CiliatedCell.30069046	HBB
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	HIPK1
H.Lung.Normal.CiliatedCell.30069046	HIST1H1C
H.Lung.Normal.CiliatedCell.30069046	HIST1H2BD
H.Lung.Normal.CiliatedCell.30069046	HIST2H2AA3
H.Lung.Normal.CiliatedCell.30069046	HIST2H2AA4
H.Lung.Normal.CiliatedCell.30069046	HMGN3
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	HRASLS2
H.Lung.Normal.CiliatedCell.30069046	HS3ST6
H.Lung.Normal.CiliatedCell.30069046	HSP90AA1
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	HSPBP1
H.Lung.Normal.CiliatedCell.30069046	IFI27
H.Lung.Normal.CiliatedCell.30069046	IFT22
H.Lung.Normal.CiliatedCell.30069046	IFT43
H.Lung.Normal.CiliatedCell.30069046	IFT46
H.Lung.Normal.CiliatedCell.30069046	IFT52
H.Lung.Normal.CiliatedCell.30069046	IFT57
H.Lung.Normal.CiliatedCell.30069046	IGFBP7
H.Lung.Normal.CiliatedCell.30069046	IK
H.Lung.Normal.CiliatedCell.30069046	INO80B
H.Lung.Normal.CiliatedCell.30069046	IQCE
H.Lung.Normal.CiliatedCell.30069046	IQCG
H.Lung.Normal.CiliatedCell.30069046	IQCH
H.Lung.Normal.CiliatedCell.30069046	IQCK
H.Lung.Normal.CiliatedCell.30069046	ISCA2
H.Lung.Normal.CiliatedCell.30069046	JOSD2
H.Lung.Normal.CiliatedCell.30069046	KCNE1
H.Lung.Normal.CiliatedCell.30069046	KCNRG
H.Lung.Normal.CiliatedCell.30069046	KIF19
H.Lung.Normal.CiliatedCell.30069046	KIF9
H.Lung.Normal.CiliatedCell.30069046	KLHDC9
H.Lung.Normal.CiliatedCell.30069046	KLHL13
H.Lung.Normal.CiliatedCell.30069046	LAP3
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	LOC388780
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	LOC728392
H.Lung.Normal.CiliatedCell.30069046	LRRC10B
H.Lung.Normal.CiliatedCell.30069046	LRRC23
H.Lung.Normal.CiliatedCell.30069046	LRRC34
H.Lung.Normal.CiliatedCell.30069046	LRRC45
H.Lung.Normal.CiliatedCell.30069046	LRRC46
H.Lung.Normal.CiliatedCell.30069046	LRRC6
H.Lung.Normal.CiliatedCell.30069046	LRRC73
H.Lung.Normal.CiliatedCell.30069046	LRWD1
H.Lung.Normal.CiliatedCell.30069046	LXN
H.Lung.Normal.CiliatedCell.30069046	LYPLA2
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	MAPK8IP1
H.Lung.Normal.CiliatedCell.30069046	MAPRE3
H.Lung.Normal.CiliatedCell.30069046	MGMT
H.Lung.Normal.CiliatedCell.30069046	MIA
H.Lung.Normal.CiliatedCell.30069046	MLF1
H.Lung.Normal.CiliatedCell.30069046	MORN2
H.Lung.Normal.CiliatedCell.30069046	MORN5
H.Lung.Normal.CiliatedCell.30069046	MSRB1
H.Lung.Normal.CiliatedCell.30069046	MTSS1L
H.Lung.Normal.CiliatedCell.30069046	MYCBP
H.Lung.Normal.CiliatedCell.30069046	"NAT14"
H.Lung.Normal.CiliatedCell.30069046	NHLRC4
H.Lung.Normal.CiliatedCell.30069046	NME5
H.Lung.Normal.CiliatedCell.30069046	NME7
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NQO1
H.Lung.Normal.CiliatedCell.30069046	NSMCE1
H.Lung.Normal.CiliatedCell.30069046	ODF3B
H.Lung.Normal.CiliatedCell.30069046	ORMDL2
H.Lung.Normal.CiliatedCell.30069046	PACRG
H.Lung.Normal.CiliatedCell.30069046	PAIP2
H.Lung.Normal.CiliatedCell.30069046	PIFO
H.Lung.Normal.CiliatedCell.30069046	PIH1D2
H.Lung.Normal.CiliatedCell.30069046	PIH1D3
H.Lung.Normal.CiliatedCell.30069046	PITPNM1
H.Lung.Normal.CiliatedCell.30069046	PLA2G16
H.Lung.Normal.CiliatedCell.30069046	PLAC8
H.Lung.Normal.CiliatedCell.30069046	PLEKHB1
H.Lung.Normal.CiliatedCell.30069046	PNMA1
H.Lung.Normal.CiliatedCell.30069046	POLR2I
H.Lung.Normal.CiliatedCell.30069046	PPIL6
H.Lung.Normal.CiliatedCell.30069046	PPP1R14C
H.Lung.Normal.CiliatedCell.30069046	PPP1R7
H.Lung.Normal.CiliatedCell.30069046	PRDX1
H.Lung.Normal.CiliatedCell.30069046	PRDX5
H.Lung.Normal.CiliatedCell.30069046	PRKAR1A
H.Lung.Normal.CiliatedCell.30069046	PRPS1
H.Lung.Normal.CiliatedCell.30069046	PSCA
H.Lung.Normal.CiliatedCell.30069046	PSENEN
H.Lung.Normal.CiliatedCell.30069046	PSMB10
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	RBKS
H.Lung.Normal.CiliatedCell.30069046	RHPN2
H.Lung.Normal.CiliatedCell.30069046	RIIAD1
H.Lung.Normal.CiliatedCell.30069046	RITA1
H.Lung.Normal.CiliatedCell.30069046	ROPN1L
H.Lung.Normal.CiliatedCell.30069046	RPA3
H.Lung.Normal.CiliatedCell.30069046	RRAD
H.Lung.Normal.CiliatedCell.30069046	RRAGA
H.Lung.Normal.CiliatedCell.30069046	RSPH1
H.Lung.Normal.CiliatedCell.30069046	RSPH4A
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	RTP4
H.Lung.Normal.CiliatedCell.30069046	RUVBL1
H.Lung.Normal.CiliatedCell.30069046	RUVBL2
H.Lung.Normal.CiliatedCell.30069046	SAA2
H.Lung.Normal.CiliatedCell.30069046	SAA2-SAA4
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	SAA4
H.Lung.Normal.CiliatedCell.30069046	SCGB2A1
H.Lung.Normal.CiliatedCell.30069046	SDHC
H.Lung.Normal.CiliatedCell.30069046	SLAIN2
H.Lung.Normal.CiliatedCell.30069046	SMIM22
H.Lung.Normal.CiliatedCell.30069046	SMYD2
H.Lung.Normal.CiliatedCell.30069046	SNTN
H.Lung.Normal.CiliatedCell.30069046	SOD1
H.Lung.Normal.CiliatedCell.30069046	SPA17
H.Lung.Normal.CiliatedCell.30069046	SPAG16
H.Lung.Normal.CiliatedCell.30069046	SPAG6
H.Lung.Normal.CiliatedCell.30069046	SPC25
H.Lung.Normal.CiliatedCell.30069046	SRI
H.Lung.Normal.CiliatedCell.30069046	SSB
H.Lung.Normal.CiliatedCell.30069046	STMND1
H.Lung.Normal.CiliatedCell.30069046	STOML3
H.Lung.Normal.CiliatedCell.30069046	STX2
H.Lung.Normal.CiliatedCell.30069046	STYXL1
H.Lung.Normal.CiliatedCell.30069046	TCTEX1D2
H.Lung.Normal.CiliatedCell.30069046	TCTEX1D4
H.Lung.Normal.CiliatedCell.30069046	TCTN1
H.Lung.Normal.CiliatedCell.30069046	TEKT1
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	TM9SF1
H.Lung.Normal.CiliatedCell.30069046	TMEM107
H.Lung.Normal.CiliatedCell.30069046	TMEM190
H.Lung.Normal.CiliatedCell.30069046	TMEM231
H.Lung.Normal.CiliatedCell.30069046	TMEM254
H.Lung.Normal.CiliatedCell.30069046	TOMM34
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	TPPP
H.Lung.Normal.CiliatedCell.30069046	TPPP3
H.Lung.Normal.CiliatedCell.30069046	TRIM32
H.Lung.Normal.CiliatedCell.30069046	TSPAN1
H.Lung.Normal.CiliatedCell.30069046	TSPAN19
H.Lung.Normal.CiliatedCell.30069046	TSTD1
H.Lung.Normal.CiliatedCell.30069046	TTC25
H.Lung.Normal.CiliatedCell.30069046	TUBA1A
H.Lung.Normal.CiliatedCell.30069046	TUBA4B
H.Lung.Normal.CiliatedCell.30069046	TUBB4B
H.Lung.Normal.CiliatedCell.30069046	UCP2
H.Lung.Normal.CiliatedCell.30069046	UFC1
H.Lung.Normal.CiliatedCell.30069046	UGDH
H.Lung.Normal.CiliatedCell.30069046	ULK4
H.Lung.Normal.CiliatedCell.30069046	UNC119B
H.Lung.Normal.CiliatedCell.30069046	VIM
H.Lung.Normal.CiliatedCell.30069046	VRK3
H.Lung.Normal.CiliatedCell.30069046	VWA3B
H.Lung.Normal.CiliatedCell.30069046	VWA5A
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	WDR38
H.Lung.Normal.CiliatedCell.30069046	WDR54
H.Lung.Normal.CiliatedCell.30069046	WDR66
H.Lung.Normal.CiliatedCell.30069046	WDR78
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	WRB
H.Lung.Normal.CiliatedCell.30069046	NA
H.Lung.Normal.CiliatedCell.30069046	ZDHHC1
H.Lung.Normal.CiliatedCell.30069046	ZMYND12
H.Lung.Normal.CiliatedCell.30069046	ZNF688
H.Lung.Normal.CiliatedCell.30069046	ZNHIT2
H.Lung.Normal.BrushCellTuftCell.30069046	ACADSB
H.Lung.Normal.BrushCellTuftCell.30069046	ACSL4
H.Lung.Normal.BrushCellTuftCell.30069046	ADA
H.Lung.Normal.BrushCellTuftCell.30069046	ADAM10
H.Lung.Normal.BrushCellTuftCell.30069046	AEN
H.Lung.Normal.BrushCellTuftCell.30069046	AFAP1
H.Lung.Normal.BrushCellTuftCell.30069046	AHCY
H.Lung.Normal.BrushCellTuftCell.30069046	ALPL
H.Lung.Normal.BrushCellTuftCell.30069046	ANXA1
H.Lung.Normal.BrushCellTuftCell.30069046	ANXA4
H.Lung.Normal.BrushCellTuftCell.30069046	ASCL1
H.Lung.Normal.BrushCellTuftCell.30069046	ASCL2
